"age","over_budget","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","lat","long","distance","sqft_living15","sqft_lot15","waterfront","view","basement","renovated","season"
14,"no",551000,3,2.5,2830,5802,2,3,9,2830,47.7605,-122.234,9.70950273785255,2500,5788,"no","no","no","no","summer"
21,"no",496500,3,2.5,2260,3640,2,3,8,2260,47.7356,-122.157,8.67926344854779,2350,3710,"no","no","no","no","non-summer"
35,"no",705000,3,3,1970,20978,2,4,9,1770,47.3844,-122.438,18.953986518351,2280,75396,"yes","yes","yes","no","non-summer"
49,"no",578000,4,2.5,3140,9225,1,5,9,1770,47.4904,-122.226,8.95653700153942,2460,9600,"no","yes","yes","no","summer"
29,"no",255000,3,1.75,1240,8659,1,5,7,1240,47.3663,-122.089,18.7243868865819,1490,8223,"no","no","no","no","non-summer"
8,"yes",1050000,4,3.5,3450,7832,2,3,10,3450,47.5637,-122.123,6.32389636401988,3220,8567,"no","no","no","no","summer"
26,"no",348000,3,2.25,2570,8491,2,4,8,2570,47.3759,-122.125,17.5636619089148,2400,8049,"no","no","no","no","non-summer"
30,"no",230000,3,2,1510,3413,2,3,7,1510,47.3912,-122.167,16.0798720975046,1570,3777,"no","no","no","no","non-summer"
27,"no",359500,4,2.25,2390,11250,2,3,9,2390,47.3305,-122.371,21.0587242133045,2480,11250,"no","no","no","no","non-summer"
62,"no",330000,3,1,980,7000,1,3,6,980,47.7617,-122.357,11.4343939885166,1220,7000,"no","no","no","no","non-summer"
103,"no",80000,1,0.75,430,5050,1,2,4,430,47.6499,-121.909,15.0875954198384,1200,7500,"no","no","no","no","summer"
61,"no",465000,3,1.75,1480,6360,1,3,7,1480,47.7311,-122.353,9.57451801383785,1480,6360,"no","no","no","no","non-summer"
18,"no",325000,4,2.5,1850,7324,2,3,8,1850,47.3701,-122.107,18.1963559075729,2100,7329,"no","no","no","no","non-summer"
68,"no",340500,3,2,2270,28025,1,4,7,1920,47.4857,-122.318,10.146227175233,1770,14833,"no","no","yes","no","non-summer"
22,"no",342500,3,2.5,1810,5192,2,3,8,1810,47.3724,-122.042,19.2275043303921,1810,6200,"no","no","no","no","non-summer"
85,"no",290900,2,2,1610,17600,2,3,6,1610,47.4855,-122.266,9.44356873043457,1310,12950,"no","no","no","yes","summer"
15,"yes",868700,3,4.25,3840,6161,2,3,10,3840,47.6336,-122.064,7.78693312977556,3230,7709,"no","no","no","no","non-summer"
87,"yes",1199000,4,2.75,4110,8400,2,3,9,3130,47.717,-122.281,7.10982411460219,2820,8400,"no","yes","yes","yes","non-summer"
15,"yes",1150000,4,3.25,4190,10259,2,3,11,3150,47.6332,-122.066,7.69119182855971,4300,11919,"no","no","yes","no","non-summer"
4,"yes",859900,4,2.75,3390,6298,2,3,9,3390,47.5906,-122.062,8.08570571985243,3390,7111,"no","no","no","no","summer"
12,"no",520000,4,2.25,1890,3006,2,3,7,1890,47.5461,-121.998,11.9574571983923,1580,3000,"no","no","no","no","summer"
10,"no",460000,3,2.5,1610,2527,2,3,9,1080,47.5674,-122.29,4.58527430941287,1610,4173,"no","yes","yes","no","summer"
66,"no",438924,3,1.5,1050,4590,1,3,7,850,47.6943,-122.29,5.8439777238935,1770,5400,"no","no","yes","no","summer"
97,"no",315000,2,1,630,6550,1,3,5,630,47.5486,-122.38,8.55609062569484,1420,6550,"no","no","no","no","non-summer"
40,"no",590000,4,2.75,2910,10650,1,3,8,1780,47.6658,-122.188,3.71979567129832,2920,10988,"no","yes","yes","no","summer"
60,"no",378500,4,1.75,1700,8640,1,3,7,850,47.5772,-122.153,4.64926927223689,1620,9000,"no","no","yes","no","non-summer"
25,"no",328500,3,2.5,1950,8130,2,4,9,1950,47.3875,-122.161,16.384037075101,2350,7691,"no","no","no","no","summer"
42,"yes",849950,3,3,2990,9773,2,4,8,2990,47.6344,-122.174,2.79106401122755,2230,11553,"no","no","no","no","non-summer"
65,"no",525000,3,1.5,1350,6000,1,3,7,900,47.5275,-122.391,9.85745803141455,1730,6012,"no","yes","yes","no","non-summer"
22,"yes",1385000,4,3.25,4860,181319,2.5,3,9,4860,47.6179,-122.005,10.4800236923552,3850,181319,"no","no","no","no","non-summer"
37,"no",295000,4,2.5,2160,7725,1,4,8,1460,47.3078,-122.378,22.6519004169296,2060,8250,"no","no","yes","no","non-summer"
17,"yes",1067000,6,3.5,4860,11793,2,3,11,3860,47.5521,-122.137,6.38702460383396,3600,11793,"no","no","yes","no","summer"
98,"no",207950,2,2,890,5000,1,3,6,890,47.5158,-122.264,7.3720189116945,1860,5000,"no","no","no","no","summer"
13,"no",699900,4,2.75,2810,7302,2,3,9,2810,47.5985,-121.977,11.8785149861884,2820,7302,"no","no","no","no","non-summer"
38,"yes",1280000,5,2.5,3400,9500,2,4,8,3400,47.5645,-122.082,7.8908317639379,3080,11081,"no","yes","no","no","non-summer"
52,"no",452000,4,1.5,1580,7350,1,4,7,960,47.6734,-122.154,5.11162010389712,1560,7350,"no","no","yes","no","non-summer"
28,"no",370000,3,2,1680,5036,1,4,7,1680,47.4734,-122.186,10.334965942373,1680,4921,"no","yes","no","no","non-summer"
47,"no",232000,3,1.75,1300,11230,1,5,7,1300,47.3811,-122.087,17.8051507903621,1300,10794,"no","no","no","no","non-summer"
55,"no",669950,5,2.5,2820,14062,2,4,7,2380,47.7081,-122.215,6.1270776398662,1910,10392,"no","no","yes","no","non-summer"
43,"no",397500,3,2,1510,6710,1,3,7,1070,47.7193,-122.216,6.89189630204082,1660,6600,"no","no","yes","no","summer"
11,"no",490000,2,2.5,1230,1391,2,3,8,870,47.6192,-122.301,3.30713462453446,1240,1350,"no","no","yes","no","summer"
90,"yes",725000,4,2,2110,4140,2,3,9,1710,47.5836,-122.387,7.73473809245437,1440,4420,"no","no","yes","yes","non-summer"
57,"no",299000,3,2.75,3080,19635,1,4,7,1610,47.3841,-122.284,16.4930402946861,2424,12410,"no","yes","yes","no","summer"
115,"no",625000,2,1.5,1490,5750,1.5,4,7,1190,47.5872,-122.39,7.7908411115968,1590,4025,"no","no","yes","no","summer"
15,"no",437500,3,2.5,2120,4500,2,3,7,2120,47.5322,-121.88,17.4054511295408,2530,4816,"no","no","no","no","non-summer"
12,"no",650000,4,2.5,3180,5438,2,3,9,3180,47.5416,-121.864,17.8977339198404,3030,5335,"no","no","no","no","summer"
86,"no",475000,2,1,1490,3825,1,3,7,860,47.6799,-122.381,8.15645507281863,1460,3825,"no","no","yes","no","summer"
49,"no",342000,3,2,1930,11947,1,4,8,1930,47.3672,-122.151,17.8521068214348,2200,12825,"no","no","no","no","summer"
16,"yes",1197350,4,2.5,2770,7800,2,3,10,2770,47.684,-122.205,4.57255316862904,2720,10000,"no","no","no","no","non-summer"
52,"no",280000,3,1.5,1670,11610,1,4,7,1670,47.4404,-122.191,12.5419726630105,1930,10200,"no","no","no","no","non-summer"
22,"no",240000,2,1.75,1330,7200,1,3,7,1330,47.4467,-122.281,12.2080743448595,1450,11682,"no","no","no","no","summer"
91,"no",529000,3,1,1210,3328,1.5,4,7,1210,47.6729,-122.363,7.18944722617947,1640,3333,"no","no","no","no","summer"
74,"no",442000,3,1,1190,5100,1,4,7,1030,47.5346,-122.385,9.32806172989629,1690,5100,"no","no","yes","no","non-summer"
69,"no",615000,2,1,1540,6872,1,4,7,820,47.6454,-122.373,6.88565613550263,1420,5538,"no","no","yes","no","summer"
9,"yes",1485000,4,3.75,4030,10800,2,3,10,4030,47.6821,-122.196,4.57327670959291,2160,7200,"no","no","no","no","summer"
34,"no",585000,4,1.75,2430,7559,1,4,8,1580,47.7206,-122.11,8.91560239905702,1980,8750,"no","no","yes","no","summer"
10,"no",480000,4,2.5,2600,7787,2,3,8,2600,47.4877,-122.139,10.0780696365611,2830,7787,"no","no","no","no","non-summer"
25,"yes",1095000,5,3.5,4410,57063,2,4,9,4410,47.6554,-122.018,10.1685757347436,2900,50529,"no","no","no","no","summer"
66,"no",290000,4,1,1330,8184,1.5,3,7,1330,47.7343,-122.347,9.59146744142745,1220,660,"no","no","no","no","non-summer"
64,"no",615000,3,1.75,1900,5000,1,5,7,950,47.5789,-122.393,8.10787584316743,1770,5000,"no","no","yes","no","summer"
65,"no",3e+05,2,1,1100,7680,1,4,7,1100,47.7439,-122.339,9.9496396542132,1460,7680,"no","no","no","no","non-summer"
83,"no",308000,3,1,1980,39150,1.5,3,6,1580,47.3818,-122.225,16.4598680576156,1860,11811,"no","no","yes","no","non-summer"
14,"yes",750000,3,2.5,2400,7745,2,3,9,2400,47.6734,-122.173,4.54457956485265,2080,8615,"no","no","no","no","summer"
99,"yes",2250000,4,2.25,4760,8036,2.5,5,9,3390,47.6415,-122.285,2.96062459682406,2950,9323,"no","no","yes","no","non-summer"
10,"yes",890000,4,3.25,3180,194278,2,3,10,3180,47.4711,-122.084,12.3373877291609,2200,178160,"no","no","no","no","summer"
57,"no",288000,3,1,1190,7560,1,5,6,1190,47.452,-122.177,11.8681708133594,1190,7560,"no","no","no","no","non-summer"
72,"no",190000,2,1,630,6000,1,3,6,630,47.4973,-122.221,8.48822497736476,1470,6840,"no","no","no","yes","summer"
10,"no",515000,5,3,2530,5105,1,3,8,1520,47.7546,-122.341,10.6370379437359,2290,4011,"no","no","yes","no","non-summer"
85,"no",235000,4,1.5,1690,11054,1,4,5,1690,47.4667,-122.215,10.6152041645317,1690,9040,"no","no","no","no","non-summer"
64,"no",275000,2,1,940,5000,1,3,6,940,47.5186,-122.374,9.70306768984015,940,5000,"no","no","no","no","summer"
63,"yes",727500,2,2,1240,9119,1,4,7,1240,47.6221,-122.193,1.72924604046747,1380,9121,"no","no","no","no","non-summer"
12,"no",650000,4,2.5,3040,6587,2,3,7,3040,47.683,-122.039,9.89847293611927,2740,6587,"no","no","no","no","summer"
14,"yes",1600000,6,5,6050,230652,2,3,11,6050,47.6033,-121.943,13.4181388981026,4210,233971,"no","yes","no","no","summer"
71,"no",365000,4,1,1590,7085,1.5,3,6,1590,47.7315,-122.305,8.45730815829543,1320,7085,"no","no","no","no","non-summer"
31,"no",662000,3,1.75,2500,36947,1,3,9,2500,47.6917,-122.084,8.40913125066619,2590,28837,"no","no","no","no","non-summer"
37,"no",270500,3,2.5,1780,7848,1,3,7,1320,47.3608,-122.056,19.6655213439524,1680,7848,"no","no","yes","no","non-summer"
37,"no",2e+05,2,1.5,1360,1898,2,3,7,1360,47.2852,-122.19,23.2080701472698,1360,1898,"no","no","no","no","summer"
28,"yes",970000,4,3.25,4740,76230,2,3,10,4740,47.5931,-122.071,7.63656542134417,3340,49206,"no","no","no","no","non-summer"
53,"no",160000,3,1.5,1010,9600,1,4,7,1010,47.4097,-122.316,15.0745296595401,1400,9660,"no","no","no","no","summer"
44,"no",204000,3,1,1040,7405,1,4,6,1040,47.3105,-122.021,23.5075721904426,1580,7405,"no","no","no","no","non-summer"
30,"no",358000,3,2.25,1610,6655,2,4,7,1610,47.4296,-122.161,13.5436980628201,1780,7529,"no","no","no","no","non-summer"
36,"no",452000,4,1.75,1570,8268,1,3,7,1570,47.7373,-122.197,8.24884852491987,1870,8190,"no","no","no","no","summer"
115,"no",595000,2,2,1510,4000,1,4,7,1010,47.6582,-122.345,5.96912299067402,1920,4000,"no","no","yes","no","non-summer"
21,"no",249000,3,2,1360,6082,1,3,7,1360,47.3577,-122.16,18.4157072469858,1360,6987,"no","no","no","no","non-summer"
16,"no",346900,4,2.5,1970,5106,2,3,8,1970,47.449,-122.205,11.8725064175001,2230,5109,"no","no","no","no","non-summer"
39,"yes",2125000,3,2.5,5403,24069,2,4,12,5403,47.4169,-122.348,15.0746045123768,3980,104374,"yes","yes","no","no","non-summer"
12,"no",280000,4,2.5,1560,4350,2,3,7,1560,47.5025,-122.186,8.37374253810161,1560,4350,"no","no","no","no","non-summer"
42,"no",318888,4,1.75,2320,12000,1,4,8,2270,47.3644,-122.28,17.8140529182391,2120,9880,"no","no","yes","no","non-summer"
48,"no",530000,3,2.25,2120,40518,1,3,8,2120,47.5896,-122.009,10.5075910023193,2480,13492,"no","no","no","no","summer"
32,"no",375000,3,2.25,2120,18500,2,4,8,2120,47.3914,-122.169,16.0494631788639,2120,14479,"no","no","no","no","non-summer"
27,"yes",910000,4,2.5,3350,29242,2,3,11,3350,47.7197,-122.131,8.28683968377582,3920,24728,"no","no","no","no","non-summer"
24,"yes",782000,4,2.5,2380,9614,2,4,10,2380,47.5623,-122.116,6.64179189852741,2560,9770,"no","no","no","no","summer"
7,"no",259950,2,2,1070,649,2,3,9,720,47.5213,-122.357,9.03086566201295,1070,928,"no","no","yes","no","non-summer"
36,"no",315000,4,2.75,2300,18360,1,4,7,1560,47.4518,-122.16,12.0716385374481,1870,9588,"no","no","yes","no","summer"
72,"no",215000,2,1,1320,8865,1,4,6,1320,47.4949,-122.3,9.2394022694382,1190,6490,"no","no","no","no","summer"
69,"no",705000,3,1.75,2180,10221,1,4,7,1140,47.5885,-122.248,2.33241806619029,2180,8535,"no","yes","yes","no","summer"
63,"yes",1450000,3,3,4380,6320,2,5,10,3580,47.6452,-122.411,8.60557517411836,3080,7680,"no","yes","yes","no","non-summer"
66,"no",451000,3,1.75,1790,9813,2,3,7,1790,47.749,-122.305,9.57154736557319,1520,10125,"no","no","no","no","summer"
72,"no",261000,2,1,750,8125,1,4,6,750,47.4727,-122.198,10.2864005462853,1340,8750,"no","no","no","no","summer"
59,"no",396000,3,1.5,1300,8280,1,5,7,1300,47.7403,-122.256,8.39955568030671,1570,8692,"no","no","no","no","non-summer"
16,"yes",725000,4,2.5,2990,29170,2,3,9,2990,47.5146,-122.117,8.98814735534111,3715,29170,"no","yes","no","no","summer"
50,"yes",1950000,7,3.5,4640,15235,2,3,11,2860,47.5666,-122.231,3.68991886288619,3230,20697,"no","yes","yes","yes","summer"
56,"no",238000,4,1,1400,7242,1.5,3,7,1400,47.4339,-122.291,13.1695965472662,1310,7314,"no","no","no","no","summer"
42,"yes",750000,6,1.75,2750,9563,2,4,8,2750,47.6368,-122.097,6.30098987495287,2040,9563,"no","no","no","no","non-summer"
17,"no",331500,4,2.5,2050,10271,2,3,7,2050,47.3628,-122.075,19.1878774059708,2050,8103,"no","no","no","no","non-summer"
37,"no",460000,4,3,2230,108900,1,3,7,1410,47.52,-121.845,19.2315776398584,1960,65340,"no","no","yes","no","non-summer"
33,"no",404950,4,2.25,2340,217014,1,4,8,2340,47.2953,-122.083,23.4623752214953,2340,107898,"no","no","no","no","summer"
1,"yes",880000,3,2.5,2870,5163,2,3,9,2870,47.6935,-122.352,7.61762828474367,1630,7995,"no","no","no","no","non-summer"
18,"yes",863000,4,2.5,4120,22370,2,3,10,4120,47.6239,-122.023,9.64391039403087,3180,7257,"no","no","no","no","summer"
55,"no",638700,3,1.75,2080,9162,1,3,7,1370,47.5846,-122.168,3.78495037646499,1870,8944,"no","no","yes","no","non-summer"
7,"no",435000,3,2.5,1840,5680,2,3,7,1840,47.6969,-122.026,10.8795069688182,1600,4697,"no","no","no","no","summer"
56,"no",260000,3,1,1180,5350,1.5,4,6,1180,47.505,-122.259,8.0600376017833,1490,5350,"no","no","no","no","non-summer"
88,"no",671500,5,2.75,2160,4000,1.5,5,7,1530,47.667,-122.289,4.25314518572794,2040,4000,"no","no","yes","no","summer"
108,"no",610000,3,1,1180,3400,1.5,3,8,1180,47.6376,-122.353,5.8551263246628,1440,3400,"no","no","no","no","non-summer"
78,"no",405000,2,0.75,1160,15029,1,4,6,870,47.6929,-121.87,17.4951550009591,1870,25346,"no","no","yes","no","non-summer"
12,"no",338900,4,2.5,1830,5612,2,3,7,1830,47.3572,-122.015,20.7479030648578,1830,5998,"no","no","no","no","summer"
11,"yes",720000,4,4,3200,7708,2,3,10,3200,47.5816,-121.97,12.4004564633325,3480,7944,"no","no","no","no","non-summer"
88,"no",442000,5,3,2560,5445,1.5,4,7,1760,47.5502,-122.311,6.12444888329475,1080,5445,"no","no","yes","no","non-summer"
113,"no",650000,5,2.75,2550,5040,1.5,5,8,2550,47.6136,-122.299,3.24397970840907,1590,3840,"no","no","no","no","summer"
34,"no",263500,3,1.75,1330,9917,1,3,7,1040,47.4478,-122.161,12.3257071184104,1330,9081,"no","no","yes","no","non-summer"
52,"no",3e+05,2,1,1220,75794,1,4,7,1220,47.4219,-122.007,17.1935754812183,2010,98010,"no","no","no","no","non-summer"
6,"no",266000,3,2.5,1805,3402,2,3,7,1805,47.3521,-122.212,18.5293780152179,2095,3402,"no","no","no","no","non-summer"
6,"yes",930000,4,4,6050,84942,2.5,3,9,4150,47.7466,-122.029,12.8036230527356,2700,199504,"no","yes","yes","no","non-summer"
11,"no",530000,4,2.5,2320,5493,2,3,8,2320,47.7727,-122.229,10.5507707077776,2450,5471,"no","no","no","no","non-summer"
50,"no",180000,3,1,1384,8960,1,4,6,1384,47.3062,-122.371,22.6600419538945,1000,8470,"no","no","no","no","non-summer"
10,"no",619000,3,2.5,2720,6439,2,3,9,2720,47.5422,-121.86,18.0630322141271,3180,7320,"no","no","no","no","summer"
53,"no",264000,3,1.5,1820,10608,1,4,7,1820,47.3366,-122.306,19.9002997606261,1380,8976,"no","no","no","no","summer"
74,"yes",730000,2,2.25,2130,4920,1.5,4,7,1530,47.573,-122.409,8.95014180247329,2130,4920,"no","yes","yes","no","summer"
40,"no",439000,4,2.25,2060,10070,2,3,7,2060,47.7258,-122.177,7.71483938811376,2060,8155,"no","no","no","no","non-summer"
34,"no",268500,4,1.75,1420,7500,1,4,7,1080,47.4025,-122.176,15.2378091320272,1500,7260,"no","no","yes","no","non-summer"
30,"no",330000,3,1.75,1510,15744,1,3,7,1510,47.476,-121.755,24.2841305342049,1470,15744,"no","no","no","no","summer"
112,"no",640000,3,2.5,2160,4000,1.5,3,8,1960,47.6045,-122.307,3.74309374514712,2160,5120,"no","no","yes","yes","summer"
37,"yes",9e+05,3,2.5,3180,12600,2,4,11,3180,47.6366,-122.058,8.09090528690177,3030,12835,"no","no","no","no","summer"
30,"no",370000,3,2.25,2110,13300,2,4,8,2110,47.3725,-122.06,18.8525151420897,2470,14000,"no","no","no","no","summer"
84,"no",685000,3,2,2060,2900,1.5,5,8,1330,47.5897,-122.292,3.56726984964596,1910,3900,"no","no","yes","no","non-summer"
34,"no",505000,3,1.5,1830,217800,1,3,7,1010,47.6277,-121.972,12.0265879118614,2450,165963,"no","no","yes","no","summer"
49,"no",265000,3,1.75,1820,32666,1,4,7,1820,47.1803,-121.974,32.6546370205633,2050,43560,"no","no","no","no","non-summer"
9,"no",290000,3,2.5,1610,2937,2,3,8,1610,47.4489,-122.188,11.9832506279335,1610,3049,"no","no","no","no","non-summer"
9,"no",296000,4,2.5,1780,3600,2,3,7,1780,47.3665,-122.017,20.1412334337016,2020,3802,"no","no","no","no","summer"
19,"no",360000,4,2.5,1840,9611,2,3,7,1840,47.4964,-122.251,8.5959817050595,1830,8505,"no","no","no","no","non-summer"
18,"no",240500,3,1.75,1460,10584,1,3,7,990,47.492,-122.317,9.73007833127864,1220,12012,"no","no","yes","no","summer"
8,"no",372500,2,2.5,1400,2958,2,3,8,1400,47.5496,-122.373,8.25070917938145,1540,2385,"no","no","no","no","summer"
11,"no",595000,3,2.5,3370,14402,2,3,9,3370,47.5008,-121.776,22.713750569887,3330,9691,"no","yes","no","no","non-summer"
18,"no",515000,4,3,3590,8249,2,3,9,3590,47.2846,-122.341,23.7473579992065,2860,7995,"no","no","no","no","non-summer"
53,"yes",1220000,4,2.25,3200,15367,2,4,9,3200,47.5494,-122.216,4.92148367625871,3070,15263,"no","no","no","no","summer"
11,"no",507000,2,1.75,1670,6460,1,3,8,1670,47.7123,-122.027,11.3971636048048,2170,6254,"no","no","no","no","non-summer"
31,"no",399950,4,2,2420,31465,1,3,9,2420,47.3131,-122.115,21.8747382686105,2560,32186,"no","no","no","no","non-summer"
21,"no",185000,3,1.75,1430,10816,2,3,7,1430,47.3122,-121.996,23.9114159464024,1560,10816,"no","no","no","no","summer"
35,"no",460000,3,1.75,1440,7070,1,3,7,1440,47.6947,-122.125,7.10762485069244,1440,7210,"no","no","no","no","summer"
30,"no",435500,3,2.25,1450,4789,2,3,7,1450,47.5665,-122.018,10.5473913340402,1560,4490,"no","no","no","no","non-summer"
49,"no",469000,4,2.75,3550,13938,1,5,8,2100,47.425,-122.283,13.6984135192342,2050,9000,"no","no","yes","no","non-summer"
15,"no",531000,2,3,1270,1175,2,3,8,1110,47.6634,-122.34,5.93423799282185,1290,1800,"no","no","yes","no","summer"
66,"no",443500,2,1,940,6804,1,3,7,940,47.7047,-122.373,8.86177154348095,1150,6930,"no","no","no","no","non-summer"
25,"no",223000,3,2,1670,6824,1,3,7,1300,47.3666,-122.084,18.7883933666197,1660,7586,"no","no","yes","no","non-summer"
19,"no",590000,4,3.5,3100,15842,2,3,8,2400,47.7466,-122.242,8.76510423611614,2200,19400,"no","no","yes","no","non-summer"
18,"no",340000,2,2.5,1100,1760,3,3,7,1100,47.6972,-122.35,7.72267192775007,1200,1415,"no","no","no","no","non-summer"
90,"no",650000,3,2,1870,3388,1,4,8,1230,47.6372,-122.395,7.77456431497791,1780,4050,"no","no","yes","no","non-summer"
25,"no",533600,3,2.5,1930,5080,2,4,8,1930,47.5694,-122.001,11.2284249279024,2190,5085,"no","no","no","no","summer"
10,"no",695000,3,2.75,2540,4694,2,3,9,2540,47.6214,-122.024,9.59429130030122,2600,6344,"no","no","no","no","summer"
27,"no",242000,3,1.75,1280,7524,1.5,4,7,1280,47.3961,-122.188,15.593863152634,1500,7777,"no","no","no","no","summer"
48,"no",425000,3,2.25,1820,8814,1,3,7,1280,47.7162,-122.309,7.59555349011353,1810,7515,"no","no","yes","no","non-summer"
34,"no",525000,3,2.25,1490,9414,2,3,7,1490,47.6844,-122.113,7.03237437539298,1290,10125,"no","no","no","no","summer"
27,"no",485000,3,2.5,1880,5502,2,3,8,1880,47.5737,-122.018,10.3828534136636,2040,5411,"no","no","no","no","summer"
44,"no",175000,3,1,1250,9775,1,3,7,1250,47.4474,-121.771,24.5090474652814,1390,9650,"no","no","no","no","non-summer"
32,"no",210000,3,2,1440,7210,1,3,8,1440,47.3128,-122.184,21.3341770415615,1700,7245,"no","no","no","no","summer"
26,"no",260000,3,2.5,1920,7415,2,3,7,1920,47.4022,-122.171,15.2985254898637,1930,7536,"no","no","no","no","non-summer"
39,"no",577000,3,2.5,2060,5750,1,3,7,1330,47.5671,-122.391,8.34500052073341,1920,5750,"no","no","yes","no","summer"
57,"no",2e+05,3,1.5,1210,10588,1,4,7,1210,47.2876,-122.212,22.982268251508,1408,10588,"no","no","no","no","non-summer"
88,"no",605000,2,1.75,1760,5000,1,4,7,940,47.682,-122.372,7.87623055631343,1530,5000,"no","no","yes","no","non-summer"
68,"no",325000,3,1,990,6750,1,4,6,990,47.7125,-122.331,7.93311174299285,1440,6860,"no","no","no","no","summer"
71,"no",289500,3,1,960,6400,1,4,6,820,47.496,-122.239,8.57793886711742,1200,6600,"no","no","yes","no","summer"
1,"no",559950,3,2.5,1660,1458,3,3,9,1660,47.5876,-122.309,4.30774291130065,1660,1784,"no","no","no","no","summer"
74,"yes",1042500,3,1.75,1900,9375,1,4,8,1330,47.6821,-122.273,4.73457381765226,2760,9375,"no","yes","yes","no","non-summer"
45,"no",543500,3,2.25,1270,2790,1,3,7,990,47.6581,-122.396,8.16426913761469,1920,4000,"no","no","yes","no","non-summer"
32,"no",480000,4,2.25,3250,34293,2,4,9,3250,47.3496,-122.094,19.732740900217,3110,35982,"no","no","no","no","summer"
33,"no",218000,3,1,960,9633,1,5,6,960,47.1951,-122.001,31.2500170069693,1080,8610,"no","no","no","no","summer"
101,"no",565000,2,1.75,1330,6000,1,4,7,960,47.6539,-122.396,8.07566951555255,1620,6000,"no","no","yes","yes","summer"
47,"no",426700,3,1.75,2080,7700,1,5,7,1600,47.5375,-122.178,6.19412756864436,1680,7700,"no","no","yes","no","non-summer"
58,"no",650000,3,2.5,2690,11575,1,3,8,2130,47.7605,-122.267,9.85906714111115,2390,11782,"no","yes","yes","no","summer"
105,"no",542000,2,1,890,3060,1,3,7,770,47.6663,-122.326,5.4959745812036,1760,4080,"no","no","yes","no","summer"
38,"no",415000,3,1.75,1070,8000,1,3,7,1070,47.6978,-122.13,7.11012695234112,1200,7990,"no","no","no","no","summer"
62,"no",214000,3,1,1200,8316,1,4,6,1200,47.3221,-122.215,20.5950496843378,1200,8316,"no","no","no","no","summer"
66,"no",245000,3,1.5,1360,8910,2,5,7,1360,47.4488,-122.275,12.0137286961253,1220,8912,"no","no","no","no","non-summer"
22,"no",314500,3,2,2050,13303,1,3,8,2050,47.2681,-122.31,24.5999134460067,2180,11590,"no","no","no","no","summer"
91,"yes",1120000,3,1.5,3000,5750,2,5,9,2000,47.5821,-122.39,7.90088467774745,1820,5750,"no","no","yes","no","non-summer"
52,"no",378000,2,2,1300,3850,1,3,7,800,47.5395,-122.39,9.30314223613319,950,5500,"no","no","yes","no","non-summer"
33,"no",305000,4,2.5,2250,9091,1,3,7,1340,47.336,-122.269,19.7070593962979,1540,7802,"no","no","yes","no","summer"
37,"no",595000,5,2.75,3740,6750,1,4,8,1980,47.7679,-122.261,10.3202134243523,2620,7920,"no","no","yes","no","non-summer"
0,"yes",729500,3,2.5,1660,1091,3,3,9,1530,47.5818,-122.402,8.43687621931504,1510,1352,"no","yes","yes","no","summer"
12,"no",430000,3,2.5,2360,6699,2,3,7,2360,47.5317,-121.853,18.6016018417804,2360,4744,"no","no","no","no","summer"
28,"no",240000,3,1.75,1760,6500,1,3,7,1150,47.3647,-122.05,19.5391402133689,1760,8125,"no","no","yes","no","non-summer"
99,"no",545000,3,1.75,1680,6200,1.5,3,7,1680,47.5338,-122.384,9.32724942226102,1680,5100,"no","no","no","no","non-summer"
97,"no",530000,3,1.75,1320,2500,1,3,7,870,47.6681,-122.305,4.82022235842895,1580,2750,"no","no","yes","no","summer"
76,"no",157000,1,1,870,26326,1,3,6,870,47.4152,-122.3,14.522585589851,1250,10608,"no","no","no","no","non-summer"
90,"no",425000,4,1,1260,7645,1.5,3,6,1260,47.5044,-122.35,9.75188075179229,1170,7649,"no","no","no","no","non-summer"
71,"no",220000,3,1,1000,6020,1,3,6,1000,47.4793,-122.346,11.1253241220294,1300,8640,"no","no","no","no","non-summer"
39,"no",521000,4,1.75,2020,36400,1,4,8,1550,47.7627,-122.076,12.186617490614,2520,38255,"no","no","yes","no","non-summer"
63,"no",325000,3,1,1920,6862,1,3,7,1120,47.5193,-122.274,7.25381971672296,2000,6900,"no","yes","yes","no","summer"
104,"no",597500,3,2,2150,5400,1.5,4,7,1380,47.555,-122.379,8.26945435786154,1940,6500,"no","no","yes","no","non-summer"
16,"no",337000,3,2.5,1470,3976,2,3,7,1470,47.526,-121.826,19.9206809137487,1490,4400,"no","no","no","no","summer"
24,"yes",1e+06,3,2.5,3180,10492,2,3,10,3180,47.655,-122.124,5.49569640617822,3000,9812,"no","yes","no","no","non-summer"
58,"yes",3070000,3,2.5,3930,55867,1,4,8,2330,47.7022,-122.224,5.68639375503095,2730,26324,"yes","yes","yes","no","non-summer"
72,"no",495000,3,1,990,6000,1,3,6,990,47.6718,-122.267,3.97192476804948,1250,6000,"no","no","no","no","summer"
14,"yes",748000,4,3.5,2770,3330,2,3,8,1970,47.6327,-122.109,5.70250577300399,2180,3380,"no","no","yes","no","non-summer"
62,"yes",888000,3,1.5,1250,8710,1,4,7,1250,47.6245,-122.198,1.52234550535456,1750,9185,"no","no","no","no","summer"
29,"no",269900,3,1.75,1140,22267,1,3,7,1140,47.4761,-121.758,24.1537074994238,1150,15625,"no","no","no","no","non-summer"
48,"no",496500,4,2.5,2250,14440,1,3,7,1550,47.5221,-122.045,10.9603266991997,2090,11400,"no","no","yes","no","non-summer"
